# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 22:42:38 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0164578734 SNAKEDEN BRANCH ABOVE LAKE AUDUBON AT RESTON, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0164578734
#            TS   parameter     statistic     Description
#        281725       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        281726       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        281755       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        281756       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        281757       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        281758       00010     00008     Temperature, water, degrees Celsius (Median)
#        281759       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        281760       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        281761       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        281762       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        281763       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        281764       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        281765       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        281766       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        281767       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        281768       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        281769       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        298415       00060     00003     Discharge, cubic feet per second (Mean)
#        309253       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	281725_00010_00002	281725_00010_00002_cd	281726_00010_00001	281726_00010_00001_cd	281755_99133_00002	281755_99133_00002_cd	281756_99133_00001	281756_99133_00001_cd	281757_63680_00001	281757_63680_00001_cd	281758_00010_00008	281758_00010_00008_cd	281759_00400_00002	281759_00400_00002_cd	281760_00300_00001	281760_00300_00001_cd	281761_63680_00008	281761_63680_00008_cd	281762_00095_00001	281762_00095_00001_cd	281763_00095_00002	281763_00095_00002_cd	281764_00400_00001	281764_00400_00001_cd	281765_00095_00008	281765_00095_00008_cd	281766_00300_00008	281766_00300_00008_cd	281767_00400_00008	281767_00400_00008_cd	281768_99133_00008	281768_99133_00008_cd	281769_63680_00002	281769_63680_00002_cd	298415_00060_00003	298415_00060_00003_cd	309253_00300_00002	309253_00300_00002_cd
USGS	0164578734	2022-05-08	11.4	A	13.1	A					12.8	A	12.1	A	6.8	A	10.8	A	6.3	A	213	A	131	A	6.9	A	182	A	10.3	A	6.9	A			3.4	A	2.02	P	9.9	A
USGS	0164578734	2022-05-09	10.6	A	15.6	A					3.4	A	14.0	A	6.8	A	10.9	A	2.1	A	237	A	212	A	7.0	A	230	A	10.1	A	6.9	A			1.7	A	1.08	P	9.3	A
USGS	0164578734	2022-05-10	12.2	A	16.8	A					2.1	A	15.2	A	6.9	A	10.7	A	1.6	A	237	A	235	A	7.1	A	236	A	9.8	A	7.0	A			1.3	A	0.90	P	9.1	A
USGS	0164578734	2022-05-11	13.2	A	17.2	A					2.0	A	15.9	A	6.9	A	10.6	A	1.5	A	236	A	231	A	7.2	A	233	A	9.7	A	7.0	A			1.3	A	0.81	P	9.0	A
USGS	0164578734	2022-05-12	14.7	A	17.1	A					2.2	A	15.9	A	7.0	A	10.6	A	1.5	A	235	A	232	A	7.2	A	233	A	9.5	A	7.0	A			1.4	A	0.75	P	8.9	A
USGS	0164578734	2022-05-13	16.1	A	17.7	A	0.9	P:[4]	1.2	P:[4]	15.4	A	16.8	A	6.8	A	9.4	A	4.1	A	235	A	169	A	7.1	A	184	A	9.0	A	6.9	A			1.4	A			8.3	A
USGS	0164578734	2022-05-14	16.7	A	17.8	A					2.7	A	17.1	A	6.8	A	9.7	A	1.7	A	214	A	182	A	7.0	A	203	A	8.8	A	7.0	A			1.4	A	0.87	P	8.3	A
USGS	0164578734	2022-05-15	16.7	A	20.4	A					1.9	A	18.9	A	6.9	A	9.9	A	1.5	A	240	A	214	A	7.2	A	230	A	8.6	A	7.1	A			1.4	A	0.73	P	8.0	A
USGS	0164578734	2022-05-16	17.9	A	20.5	A					87.9	A	18.6	A	6.7	A	9.2	A	10.5	A	242	A	98	A	7.2	A	207	A	8.1	A	7.0	A			1.4	A			7.6	A
USGS	0164578734	2022-05-17	16.2	A	19.8	A					15.4	A	18.5	A	6.6	A	9.1	A	5.4	A	202	A	107	A	7.0	A	168	A	8.2	A	6.9	A			2.4	A			7.7	A
USGS	0164578734	2022-05-18	16.1	A	19.1	A					2.5	A	17.8	A	6.9	A	9.6	A	1.8	A	232	A	202	A	7.1	A	219	A	8.5	A	7.0	A			1.6	A	0.66	P	8.0	A
USGS	0164578734	2022-05-19	16.7	A	20.2	A					2.3	A	18.9	A	7.0	A	9.4	A	1.8	A	241	A	232	A	7.2	A	237	A	8.3	A	7.1	A			1.6	A	0.74	P	7.7	A
USGS	0164578734	2022-05-20	17.7	A	20.9	A					2.0	A	20.2	A	7.1	A	9.5	A	1.7	A	246	A	240	A	7.3	A	244	A	8.2	A	7.1	A			1.6	A	0.63	P	7.5	A
USGS	0164578734	2022-05-21	19.6	A	23.3	A					2.0	A	22.1	A	7.1	A	9.3	A	1.7	A	246	A	243	A	7.3	A	244	A	7.7	A	7.2	A			1.6	A	0.61	P	7.1	A
USGS	0164578734	2022-05-22	20.8	A	25.1	A					300	A	22.6	A	6.6	A:[4]	9.0	A	1.8	A	251	A:[4]	44	A:[4]	7.4	A:[4]	246	A:[4]	7.9	A	7.2	A:[4]			1.6	A	10.6	P	7.0	A
USGS	0164578734	2022-05-23	18.2	A	22.7	A	0.7	P	1.1	P	20.0	A	20.2	A			8.8	A	12.6	A									8.2	A			1.0	P	9.9	A	1.28	P	7.9	A
USGS	0164578734	2022-05-24	16.7	A	18.2	A	0.6	P	1.1	P	16.5	A	17.1	A	6.9	A:[4]	9.4	A	10.1	A	185	A:[4]	91	A:[4]	7.0	A:[4]			9.1	A			1.0	P	5.8	A	4.33	P	8.2	A
USGS	0164578734	2022-05-25	15.9	A	17.9	A	0.9	P	1.3	P	6.5	A	16.9	A	6.8	A	9.6	A	3.2	A	218	A	181	A	7.0	A	196	A	8.9	A	6.9	A	1.0	P	1.9	A	0.90	P	8.5	A
USGS	0164578734	2022-05-26	16.3	A:[4]	17.6	A:[4]					3.6	A:[4]	16.9	A:[4]	6.9	A:[4]	9.4	A:[4]	1.8	A:[4]	247	A:[4]	218	A:[4]	7.0	A:[4]	233	A:[4]	8.7	A:[4]	7.0	A:[4]			1.4	A:[4]	0.73	P	8.4	A:[4]
USGS	0164578734	2022-05-27	17.4	A	20.1	A	0.6	P:[4]	1.3	P:[4]	151	A	18.8	A	6.6	A	9.0	A	10.9	A	255	A	47	A	7.1	A	200	A	8.4	A	7.0	A			1.4	A	6.69	P	7.7	A
USGS	0164578734	2022-05-28	18.1	A	19.9	A	0.7	P	1.1	P	46.4	A	19.2	A	6.8	A	8.8	A	10.6	A	192	A	95	A	7.0	A	153	A	8.5	A	6.9	A	0.8	P	3.8	A	2.24	P	7.9	A
USGS	0164578734	2022-05-29	17.6	A	20.6	A					3.9	A	19.5	A	6.8	A	9.0	A	2.1	A	241	A	192	A	7.0	A	215	A	8.2	A	7.0	A			1.5	A	0.81	P	7.9	A
USGS	0164578734	2022-05-30	18.3	A	22.2	A					2.3	A	20.9	A	7.0	A	8.9	A	1.6	A	259	A	241	A	7.1	A	248	A	8.1	A	7.0	A			1.4	A	0.69	P	7.5	A
USGS	0164578734	2022-05-31	19.7	A	23.4	A	0.9	P	1.6	P	2.0	A	22.2	A	7.0	A	8.8	A	1.5	A	289	A	259	A	7.1	A	261	A	7.8	A	7.0	A	1.1	P	1.4	A	0.62	P	7.1	A
USGS	0164578734	2022-06-01	20.9	A	24.0	A	1.0	P	1.5	P	1.9	A	22.7	A	7.0	A	8.7	A	1.5	A	289	A	263	A	7.2	A	264	A	7.5	A	7.1	A	1.2	P	1.4	A	0.59	P	7.1	A
USGS	0164578734	2022-06-02	21.3	A	23.8	A	0.7	P:[4]	1.5	P:[4]	92.6	A	22.6	A	6.7	A	8.6	A	1.6	A	269	A	94	A	7.2	A	265	A	7.5	A	7.0	A			1.4	A	2.61	P	6.7	A
USGS	0164578734	2022-06-03	19.2	A	22.2	A	0.8	P	1.1	P	14.5	A	20.8	A	6.8	A	8.2	A	5.0	A	198	A	94	A	6.9	A	142	A	7.6	A	6.8	A	1.0	P	2.2	A	1.05	P	7.3	A
USGS	0164578734	2022-06-04	17.8	A	21.1	A	0.4	P:[4]	0.9	P:[4]	2.3	A	19.7	A	6.9	A	8.8	A	1.6	A	235	A	198	A	7.1	A	221	A	7.9	A	7.0	A			1.3	A	0.55	P	7.6	A
USGS	0164578734	2022-06-05	17.7	A	20.8	A					1.7	A	19.4	A	7.0	A	9.1	A	1.5	A	251	A	234	A	7.1	A	245	A	8.1	A	7.1	A			1.4	A	0.51	P	7.7	A
USGS	0164578734	2022-06-06	17.5	A	20.8	A	0.9	P:[4]	0.9	P:[4]	2.4	A	19.5	A	7.0	A	9.2	A	1.5	A	262	A	251	A	7.1	A	257	A	8.2	A	7.1	A			1.4	A	0.48	P	7.8	A
USGS	0164578734	2022-06-07	18.4	A	19.7	A	0.9	P	1.1	P	3.0	A	19.4	A	7.0	A	9.1	A	1.6	A	263	A	257	A	7.2	A	262	A	8.2	A	7.1	A	0.9	P	1.4	A	0.63	P	7.9	A
USGS	0164578734	2022-06-08	18.9	A	22.2	A	0.7	P	1.2	P	2.0	A	21.1	A	7.0	A	8.9	A	1.7	A	261	A	248	A	7.1	A	255	A	8.0	A	7.0	A	1.0	P	1.4	A	0.61	P	7.4	A
USGS	0164578734	2022-06-09	19.8	A	22.2	A	0.8	P	1.2	P	97.3	A	21.3	A	6.7	A	8.3	A	8.6	A	259	A	48	A	7.2	A	100	A	8.0	A	6.8	A	0.9	P	1.5	A	3.60	P	7.5	A
USGS	0164578734	2022-06-10	18.0	A	20.8	A	0.8	P	1.4	P	3.8	A	19.8	A	6.9	A	9.0	A	2.0	A	228	A	163	A	7.1	A	209	A	8.1	A	7.1	A	1.2	P	1.4	A	0.52	P	7.6	A
USGS	0164578734	2022-06-11	18.4	A	19.8	A	0.9	P:[4]	1.4	P:[4]	1.7	A	18.9	A	7.0	A	9.0	A	1.5	A	242	A	228	A	7.2	A	239	A	8.4	A	7.1	A	1.2	P:[4]	1.3	A	0.64	P	7.8	A
USGS	0164578734	2022-06-12	18.0	A	20.6	A	1.0	P	1.4	P	1.8	A	19.4	A	7.0	A	9.3	A	1.5	A	264	A	239	A	7.2	A	262	A	8.4	A	7.1	A	1.2	P	1.4	A	0.53	P	7.9	A
USGS	0164578734	2022-06-13	19.9	A	22.9	A	0.1	P:[4]	1.6	P:[4]	1.8	A	22.1	A	7.0	A	9.0	A	1.5	A	266	A	261	A	7.2	A	263	A	8.0	A	7.1	A	1.1	P:[4]	1.3	A	0.51	P	7.4	A
USGS	0164578734	2022-06-14	21.4	A:[4]	22.3	A:[4]					1.9	A:[4]	21.8	A:[4]	7.0	A:[4]	8.5	A:[4]	1.5	A:[4]	276	A:[4]	265	A:[4]	7.2	A:[4]	271	A:[4]	7.6	A:[4]	7.1	A:[4]			1.4	A:[4]			7.4	A:[4]
USGS	0164578734	2022-06-15	20.4	A	23.5	A					2.9	A	22.7	A	7.1	A	9.0	A	1.5	A	277	A	273	A	7.2	A	276	A	7.8	A	7.2	A			1.4	A	0.46	P	7.3	A
USGS	0164578734	2022-06-16	21.6	A	24.1	A					3.1	A	22.7	A	7.0	A	9.2	A	1.5	A	298	A	269	A	7.3	A	277	A	7.6	A	7.2	A			1.4	A	0.54	P	7.3	A
USGS	0164578734	2022-06-17	21.7	A	24.8	A					2.1	A	23.2	A	7.1	A	8.7	A	1.5	A	290	A	268	A	7.2	A	275	A	7.3	A	7.1	A			1.3	A	0.44	P	6.9	A
USGS	0164578734	2022-06-18	19.5	A	22.9	A					2.4	A	21.1	A	7.1	A	9.2	A	1.3	A	328	A	283	A	7.3	A	293	A	7.8	A	7.2	A			1.2	A	0.38	P	6.9	A
USGS	0164578734	2022-06-19	17.7	A	20.3	A					1.7	A	19.1	A	7.2	A	9.9	A	1.4	A	285	A	281	A	7.3	A	284	A	8.3	A	7.2	A			1.3	A	0.37	P	7.7	A
USGS	0164578734	2022-06-20	16.8	A	19.9	A					2.5	A	19.0	A	7.2	A	10.2	A	1.3	A	286	A	281	A	7.4	A	285	A	8.7	A	7.3	A			1.2	A	0.38	P	8.1	A
USGS	0164578734	2022-06-21	18.3	A	20.4	A					2.1	A	19.1	A	7.2	A	9.8	A	1.3	A	292	A	285	A	7.4	A	290	A	8.6	A	7.3	A			1.2	A	0.39	P	7.9	A
USGS	0164578734	2022-06-22	19.2	A	22.8	A					107	A	21.4	A	6.9	A	9.9	A	1.5	A	301	A	63	A	7.5	A	289	A	8.0	A	7.2	A			1.2	A	3.11	P	6.8	A
USGS	0164578734	2022-06-23	19.7	A	22.2	A					31.8	A	20.4	A	6.7	A	8.6	A	5.3	A	178	A	52	A	7.0	A	108	A	8.1	A	7.0	A			3.0	A	2.33	P	7.6	A
USGS	0164578734	2022-06-24	18.8	A	21.0	A					3.8	A	19.9	A	6.9	A	9.1	A	1.7	A	238	A	178	A	7.2	A	216	A	7.9	A	7.1	A			1.2	A	0.46	P	7.6	A
USGS	0164578734	2022-06-25	19.6	A	22.7	A					2.2	A	21.8	A	7.1	A	9.1	A	1.2	A	263	A	238	A	7.2	A	256	A	7.8	A	7.2	A			1.1	A	0.41	P	7.4	A
USGS	0164578734	2022-06-26	21.0	A	23.9	A					4.5	A	22.4	A	7.1	A	9.2	A	1.4	A	275	A	263	A	7.3	A	271	A	7.6	A	7.2	A			1.2	A	0.40	P	7.1	A
USGS	0164578734	2022-06-27	21.0	A	22.2	A					3.3	A	21.7	A	7.1	A	8.7	A	1.5	A	281	A	275	A	7.3	A	278	A	7.8	A	7.2	A			1.3	A	0.44	P	7.2	A
USGS	0164578734	2022-06-28	19.1	A:[4]	21.6	A:[4]					2.9	A:[4]	20.7	A:[4]	7.2	A:[4]	9.5	A:[4]	1.5	A:[4]	290	A:[4]	278	A:[4]	7.3	A:[4]	284	A:[4]	8.2	A:[4]	7.3	A:[4]			1.3	A:[4]	0.36	P	7.6	A:[4]
USGS	0164578734	2022-06-29	18.7	A:[4]	22.0	A:[4]	0.9	P:[4]	1.0	P:[4]	4.1	A:[4]	21.1	A:[4]	7.2	A:[4]	9.7	A:[4]	1.4	A:[4]	296	A:[4]	289	A:[4]	7.4	A:[4]	293	A:[4]	8.2	A:[4]	7.3	A:[4]			1.3	A:[4]	0.34	P	7.7	A:[4]
USGS	0164578734	2022-06-30	20.2	A	23.3	A	1.0	P	1.0	P	1.8	A	22.2	A	7.2	A	9.5	A	1.4	A	298	A	290	A	7.4	A	294	A	7.9	A	7.3	A	1.0	P	1.3	A	0.34	P	7.4	A
USGS	0164578734	2022-07-01	21.5	A	24.2	A	1.0	P:[4]	1.0	P:[4]	2.5	A:[4]	22.7	A	7.2	A:[4]	9.3	A:[4]	1.4	A:[4]	294	A:[4]	286	A:[4]	7.4	A:[4]	288	A:[4]	7.6	A:[4]	7.3	A:[4]	1.0	P:[4]	1.3	A:[4]	0.30	P	7.3	A:[4]
USGS	0164578734	2022-07-02	22.2	A	24.4	A	1.0	P	1.0	P	2.0	A	23.3	A	7.2	A	9.3	A	1.4	A	295	A	288	A	7.4	A	294	A	7.6	A	7.3	A	1.0	P	1.3	A	0.30	P	7.2	A
USGS	0164578734	2022-07-03	22.1	A	23.6	A	0.8	P	1.0	P	2.6	A	22.8	A	7.2	A	9.1	A	1.4	A	299	A	286	A	7.4	A	296	A	7.7	A	7.3	A	0.8	P	1.2	A	0.30	P	7.2	A
USGS	0164578734	2022-07-04	20.7	A	23.5	A	0.9	P	1.2	P	2.4	A	22.2	A	7.2	A	9.6	A	1.4	A	345	A	297	A	7.4	A	316	A	7.8	A	7.3	A	1.0	P	1.3	A	0.26	P	7.3	A
USGS	0164578734	2022-07-05	21.1	A	23.5	A	0.8	P	1.3	P	7.1	A	22.4	A	7.0	A	9.2	A	1.7	A	306	A	208	A	7.5	A	299	A	7.5	A	7.3	A	1.0	P	1.3	A	0.69	P	6.1	A
USGS	0164578734	2022-07-06	22.4	A	24.0	A	0.5	P:[4]	1.2	P:[4]	2.2	A	23.1	A	7.0	A	8.2	A	1.5	A	277	A	230	A	7.2	A	244	A	6.7	A	7.1	A			1.0	A	0.29	P	6.0	A
USGS	0164578734	2022-07-07	22.3	A	23.4	A					2.2	A	22.9	A	7.1	A	8.0	A	1.1	A	288	A	269	A	7.2	A	275	A	7.1	A	7.2	A			1.0	A	0.31	P	6.4	A
USGS	0164578734	2022-07-08	21.8	A	23.7	A					145	A	22.8	A	6.9	A	9.0	A	1.2	A	282	A	64	A	7.4	A	272	A	7.5	A	7.2	A			1.1	A	1.82	P	6.8	A
USGS	0164578734	2022-07-09	20.9	A	23.7	A	0.4	P	0.8	P	224	A	21.6	A	6.1	A	8.5	A	13.8	A	169	A	22	A	6.9	A	93	A	8.1	A	6.8	A	0.8	P	6.0	A	17.6	P	7.9	A
USGS	0164578734	2022-07-10	20.4	A	22.1	A	0.6	P	0.8	P	6.0	A	21.1	A	6.9	A	8.7	A	3.1	A	251	A	169	A	7.1	A	222	A	8.0	A	7.1	A	0.7	P	1.7	A	0.57	P	7.8	A
USGS	0164578734	2022-07-11	19.7	A	22.4	A	0.6	P	0.8	P	2.2	A	21.2	A	7.1	A	8.9	A	1.3	A	270	A	251	A	7.2	A	264	A	8.1	A	7.2	A	0.7	P	1.0	A	0.46	P	7.8	A
USGS	0164578734	2022-07-12	20.1	A	24.5	A	0.5	P:[4]	0.8	P:[4]	124	A	22.4	A	6.7	A	9.0	A	1.1	A	307	A	84	A	7.3	A	278	A	7.9	A	7.2	A			1.0	A	2.33	P	7.1	A
USGS	0164578734	2022-07-13	21.7	A	24.0	A					199	A	23.3	A	6.7	A	8.2	A	6.1	A	210	A	41	A	7.2	A	163	A	7.4	A	7.0	A			2.2	A	3.59	P	7.0	A
USGS	0164578734	2022-07-14	22.6	A	24.2	A					64.5	A	23.5	A	6.8	A	8.1	A	11.2	A	172	A	63	A	7.0	A	129	A	7.7	A	6.9	A			4.6	A	1.34	P	7.2	A
USGS	0164578734	2022-07-15	21.6	A	23.8	A					4.8	A	22.6	A	6.9	A	8.5	A	2.6	A	248	A	172	A	7.2	A	220	A	7.6	A	7.1	A			1.5	A	0.44	P	7.3	A
USGS	0164578734	2022-07-16	21.7	A	23.3	A					5.8	A	22.6	A	7.0	A	8.6	A	1.6	A	275	A	223	A	7.4	A	256	A	7.8	A	7.2	A			1.3	A	0.90	P	7.4	A
USGS	0164578734	2022-07-17	21.9	A	23.3	A					6.6	A	22.7	A	6.9	A	8.4	A	2.7	A	242	A	154	A	7.2	A	187	A	7.9	A	7.1	A			1.6	A	0.97	P	7.1	A
USGS	0164578734	2022-07-18	22.1	A	25.3	A					82.5	A	24.1	A	6.9	A	8.5	A	1.6	A	269	A	109	A	7.4	A	253	A	7.3	A	7.1	A			1.2	A	1.58	P	6.7	A
