# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 12:14:16 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02035000 JAMES RIVER AT CARTERSVILLE, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02035000
#            TS   parameter     statistic     Description
#        145277       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        145278       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        145279       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        145280       00060     00003     Discharge, cubic feet per second (Mean)
#        145281       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#        145282       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#        145283       00650     00001     Phosphate, water, unfiltered, milligrams per liter as PO4 (Maximum)
#        145284       00650     00002     Phosphate, water, unfiltered, milligrams per liter as PO4 (Minimum)
#        145285       00650     00008     Phosphate, water, unfiltered, milligrams per liter as PO4 (Median)
#        145286       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        145287       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        145288       00010     00008     Temperature, water, degrees Celsius (Median)
#        145289       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#        145290       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        145291       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        145292       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        145293       00095     00011     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Instantaneous)
#        145294       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        145295       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        145296       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        145297       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        145298       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        145299       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        241304       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        241305       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        241306       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	145277_99133_00001	145277_99133_00001_cd	145278_99133_00002	145278_99133_00002_cd	145279_99133_00008	145279_99133_00008_cd	145280_00060_00003	145280_00060_00003_cd	145286_00010_00001	145286_00010_00001_cd	145287_00010_00002	145287_00010_00002_cd	145288_00010_00008	145288_00010_00008_cd	145290_00095_00001	145290_00095_00001_cd	145291_00095_00002	145291_00095_00002_cd	145292_00095_00008	145292_00095_00008_cd	145294_00300_00001	145294_00300_00001_cd	145295_00300_00002	145295_00300_00002_cd	145296_00300_00008	145296_00300_00008_cd	145297_00400_00001	145297_00400_00001_cd	145298_00400_00002	145298_00400_00002_cd	145299_00400_00008	145299_00400_00008_cd	241304_63680_00008	241304_63680_00008_cd	241305_63680_00002	241305_63680_00002_cd	241306_63680_00001	241306_63680_00001_cd
USGS	02035000	2022-05-24							5000	A	24.2	A	20.6	A	22.4	A	122	A	105	A	115	A	7.7	A	7.3	A	7.4	A	7.5	A	7.3	A	7.5	A	9.2	A	7.5	A	20.4	A
USGS	02035000	2022-05-25							11200	A	20.6	A	19.4	A	19.6	A	109	A	95	A	106	A	8.0	A	7.7	A	7.9	A	7.4	A	7.2	A	7.4	A	30.8	A	18.6	A	41.7	A
USGS	02035000	2022-05-26							12900	A	20.1	A	19.2	A	19.4	A	134	A	103	A	116	A	8.1	A	7.9	A	8.1	A	7.5	A	7.3	A	7.4	A	28.5	A	20.8	A	39.1	A
USGS	02035000	2022-05-27							11300	A	20.6	A	20.1	A	20.4	A	149	A	134	A	140	A	8.0	A	7.9	A	7.9	A	7.6	A	7.5	A	7.5	A	24.1	A	17.9	A	40.8	A
USGS	02035000	2022-05-28							24700	A	20.1	A	19.3	A	19.6	A	135	A	83	A	110	A	8.0	A	7.6	A	7.7	A	7.5	A	7.0	A	7.3	A	109	A	29.8	A	175	A
USGS	02035000	2022-05-29							27900	A	20.4	A	19.3	A	19.9	A	106	A	88	A	94	A	8.0	A	7.8	A	7.9	A	7.4	A	7.2	A	7.3	A	90.8	A	66.5	A	112	A
USGS	02035000	2022-05-30							19900	A	21.7	A	19.9	A	20.4	A	118	A	104	A	114	A	8.1	A	7.9	A	8.0	A	7.5	A	7.4	A	7.4	A	52.0	A	34.0	A	73.6	A
USGS	02035000	2022-05-31							14100	A	23.2	A	21.5	A	22.0	A	104	A	94	A	95	A	7.9	A	7.6	A	7.8	A	7.4	A	7.3	A	7.3	A	34.0	A	26.7	A	52.4	A
USGS	02035000	2022-06-01							10700	A	24.8	A	23.1	A	23.8	A	101	A	95	A	98	A	7.6	A	7.3	A	7.5	A	7.4	A	7.3	A	7.4	A	22.2	A	16.3	A	35.9	A
USGS	02035000	2022-06-02							8880	A	25.6	A	24.3	A	24.8	A	106	A	101	A	105	A	7.4	A	7.2	A	7.3	A	7.5	A	7.4	A	7.4	A	16.2	A	12.7	A	27.1	A
USGS	02035000	2022-06-03							8110	A	25.4	A	24.7	A	25.2	A	110	A	106	A	109	A	7.3	A	7.2	A	7.2	A	7.5	A	7.4	A	7.5	A	13.7	A	12.6	A	15.6	A
USGS	02035000	2022-06-04							7260	A	25.3	A	24.0	A	24.7	A	117	A	109	A	114	A	7.5	A	7.3	A	7.4	A	7.6	A	7.5	A	7.5	A	13.4	A	11.4	A	18.8	A
USGS	02035000	2022-06-05							6030	A	25.5	A	23.9	A	24.6	A	122	A	116	A	120	A	7.6	A	7.5	A	7.5	A	7.7	A	7.5	A	7.6	A	12.7	A	9.0	A	17.2	A
USGS	02035000	2022-06-06	0.28	A	0.23	A	0.25	A	5030	A	25.6	A	23.8	A	24.6	A	128	A	122	A	124	A	7.8	A	7.6	A	7.7	A	7.8	A	7.6	A	7.7	A	8.3	A	6.3	A	14.6	A
USGS	02035000	2022-06-07	0.26	A	0.23	A	0.24	A	4370	A	24.9	A	24.1	A	24.5	A	133	A	128	A	130	A	7.8	A	7.6	A	7.6	A	8.0	A	7.6	A	7.8	A	6.4	A	5.3	A	19.8	A
USGS	02035000	2022-06-08	0.34	A	0.23	A	0.23	A	4000	A	26.0	A	24.0	A	25.0	A	138	A	132	A	136	A	7.8	A	7.4	A	7.6	A	7.7	A	7.5	A	7.6	A	6.4	A	4.8	A	23.1	A
USGS	02035000	2022-06-09	0.39	A	0.23	A	0.26	A	4120	A	26.3	A	24.7	A	25.4	A	136	A	117	A	126	A	7.4	A	7.2	A	7.3	A	7.6	A	7.5	A	7.5	A	9.8	A	8.4	A	12.9	A
USGS	02035000	2022-06-10	0.23	A	0.19	A	0.21	A	4090	A	26.3	A	24.5	A	25.4	A	125	A	120	A	122	A	7.8	A	7.3	A	7.5	A	7.9	A	7.5	A	7.7	A	6.9	A	5.7	A	11.7	A
USGS	02035000	2022-06-11	0.19	A	0.17	A	0.18	A	3710	A	25.9	A	24.6	A	25.2	A	134	A	125	A	128	A	7.9	A	7.4	A	7.6	A	8.1	A	7.7	A	7.9	A	5.6	A	4.5	A	18.0	A
USGS	02035000	2022-06-12	0.50	A	0.16	A	0.33	A	6400	A	25.2	A	23.1	A	23.6	A	135	A	87	A	116	A	7.6	A	7.0	A	7.2	A	7.8	A	7.0	A	7.3	A	85.2	A	5.0	A	209	A
USGS	02035000	2022-06-13							6900	A	25.7	A	23.0	A	24.0	A	112	A	90	A	95	A	7.1	A	7.0	A	7.0	A	7.3	A	7.0	A	7.1	A	39.6	A	20.1	A	76.6	A
USGS	02035000	2022-06-14							4530	A	26.0	A	25.6	A	25.8	A	129	A	112	A	118	A	7.1	A	6.9	A	7.0	A	7.4	A	7.2	A	7.4	A	13.0	A	9.9	A	23.0	A
USGS	02035000	2022-06-15							3840	A	27.2	A	25.0	A	25.9	A	137	A	126	A	128	A	7.6	A	6.9	A	7.3	A	7.6	A	7.3	A	7.5	A	9.7	A	8.5	A	12.0	A
USGS	02035000	2022-06-16							3550	A	28.5	A	26.3	A	27.4	A	150	A	137	A	143	A	7.7	A	7.1	A	7.3	A	7.9	A	7.5	A	7.6	A	8.0	A	6.0	A	12.3	A
USGS	02035000	2022-06-17							4130	A	27.5	A	25.7	A	26.5	A	152	A	103	A	114	A	7.2	A	6.2	A	6.6	A	7.7	A	7.1	A	7.2	A	39.2	A	7.8	A	93.9	A
USGS	02035000	2022-06-18	0.26	A	0.17	A	0.20	A	3330	A	28.1	A	26.0	A	26.7	A	160	A	117	A	144	A	7.5	A	6.6	A	6.9	A	7.9	A	7.2	A	7.6	A	15.8	A	7.0	A	33.8	A
USGS	02035000	2022-06-19	0.17	A	0.11	A	0.16	A	2940	A	26.5	A	24.7	A	25.7	A	170	A	159	A	161	A	8.0	A	7.1	A	7.5	A	8.3	A	7.7	A	8.0	A	6.8	A	5.3	A	10.8	A
USGS	02035000	2022-06-20	0.13	A	0.03	A	0.10	A	2880	A	25.6	A	24.1	A	24.8	A	172	A	166	A	170	A	8.4	A	7.5	A	7.9	A	8.6	A	8.0	A	8.2	A	5.2	A	3.8	A	10.7	A
USGS	02035000	2022-06-21							2720	A	26.4	A	23.9	A	24.8	A	174	A	169	A	172	A	8.5	A	7.7	A	7.9	A	8.6	A	8.1	A	8.3	A	4.2	A	3.1	A	6.7	A
USGS	02035000	2022-06-22							2540	A	26.7	A	24.8	A	25.8	A	179	A	174	A	176	A	8.2	A	7.3	A	7.7	A	8.6	A	8.2	A	8.3	A	3.8	A	2.7	A	10.3	A
USGS	02035000	2022-06-23							5080	A	26.0	A	23.6	A	25.4	A	179	A	88	A	170	A	7.3	A	6.2	A	6.9	A	8.2	A	6.9	A	7.8	A	10.4	A	4.8	A	105	A
USGS	02035000	2022-06-24							5440	A	25.8	A	23.4	A	24.1	A	111	A	88	A	97	A	6.7	A	6.3	A	6.6	A	7.2	A	6.9	A	7.1	A	55.1	A	26.2	A	87.2	A
USGS	02035000	2022-06-25	0.35	A	0.26	A	0.28	A	3520	A	28.0	A	24.8	A	26.0	A	138	A	111	A	125	A	7.4	A	6.7	A	7.0	A	7.6	A	7.2	A	7.5	A	15.3	A	9.9	A	31.4	A
USGS	02035000	2022-06-26	0.26	A	0.18	A	0.21	A	2840	A	28.6	A	26.3	A	27.4	A	147	A	138	A	142	A	8.2	A	6.8	A	7.3	A	8.1	A	7.5	A	7.7	A	8.6	A	6.8	A	15.1	A
USGS	02035000	2022-06-27	0.18	A	0.13	A	0.15	A	2840	A	28.0	A	26.8	A	27.5	A	159	A	147	A	156	A	7.8	A	6.8	A	7.3	A	8.0	A	7.6	A	7.8	A	6.9	A	4.8	A	15.7	A
USGS	02035000	2022-06-28	0.22	A	0.13	A	0.19	A	3540	A	27.3	A	25.4	A	26.3	A	159	A	135	A	144	A	8.0	A	6.9	A	7.3	A	7.8	A	7.5	A	7.6	A	9.8	A	7.5	A	12.3	A
USGS	02035000	2022-06-29	0.23	A	0.14	A	0.18	A	2710	A	28.0	A	25.1	A	26.2	A	153	A	137	A	149	A	8.4	A	7.1	A	7.5	A	8.2	A	7.5	A	7.7	A	5.3	A	4.3	A	8.6	A
USGS	02035000	2022-06-30							2330	A	28.9	A	26.4	A	27.8	A	162	A	149	A	153	A	8.2	A	7.0	A	7.3	A	8.2	A	7.6	A	7.8	A	5.4	A	3.5	A	13.3	A
USGS	02035000	2022-07-01							2110	A	30.5	A	27.6	A	29.0	A	181	A	162	A	173	A	8.4	A	6.7	A	7.2	A	8.6	A	7.7	A	7.9	A	4.8	A	3.0	A	24.1	A
USGS	02035000	2022-07-02							2030	A	30.5	A	28.6	A	29.6	A	186	A	181	A	183	A	8.0	A	6.6	A	7.0	A	8.5	A	7.8	A	8.0	A	4.0	A	2.6	A	12.7	A
USGS	02035000	2022-07-03							1970	A	30.4	A	28.6	A	29.4	A	190	A	186	A	188	A	8.8	A	6.4	A	7.4	A	8.6	A	7.7	A	8.0	A	3.6	A	2.4	A	6.7	A
USGS	02035000	2022-07-04							2190	A	30.3	A	27.5	A	28.8	A	199	A	190	A	193	A	9.0	A	6.7	A	7.4	A	8.7	A	7.8	A	8.1	A	3.3	A	2.3	A	8.3	A
USGS	02035000	2022-07-05							2010	A	29.2	A	28.1	A	28.7	A	202	A	193	A	198	A	8.4	A	6.6	A	7.2	A	8.5	A	7.7	A	8.0	A	2.7	A	2.2	A	4.1	A
USGS	02035000	2022-07-06	0.09	A	0.02	A	0.07	A	1940	A	29.5	A	27.5	A	28.3	A	194	A	190	A	192	A	8.8	A	6.5	A	7.2	A	8.5	A	7.6	A	7.8	A	2.6	A	2.1	A	3.8	A
USGS	02035000	2022-07-07							2020	A	29.7	A	27.8	A	28.7	A	198	A	193	A	196	A	8.6	A	6.5	A	7.3	A	8.3	A	7.6	A	7.8	A	2.7	A	2.1	A	3.5	A
USGS	02035000	2022-07-08	0.11	A	0.08	A	0.10	A	3120	A	29.9	A	28.3	A	28.9	A	214	A	194	A	202	A	8.1	A	6.4	A	7.0	A	8.1	A	7.6	A	7.7	A	3.4	A	3.0	A	5.0	A
USGS	02035000	2022-07-09	0.33	A	0.09	A	0.11	A	3650	A	29.1	A	26.7	A	28.5	A	211	A	128	A	202	A	6.9	A	5.9	A	6.5	A	7.7	A	7.0	A	7.6	A	3.9	A	2.7	A	22.1	A
USGS	02035000	2022-07-10	0.43	A	0.33	A	0.39	A	3760	A	26.7	A	24.4	A	24.9	A	128	A	103	A	110	A	6.7	A	5.9	A	6.2	A	7.1	A	7.0	A	7.0	A	45.5	A	19.2	A	82.9	A
USGS	02035000	2022-07-11	0.36	A	0.28	A	0.30	A	2940	A	26.8	A	23.7	A	24.8	A	148	A	123	A	128	A	8.2	A	6.7	A	7.3	A	7.7	A	7.1	A	7.4	A	10.3	A	8.0	A	19.2	A
USGS	02035000	2022-07-12	0.33	A	0.25	A	0.31	A	2530	A	28.4	A	25.1	A	26.4	A	169	A	148	A	164	A	8.4	A	6.9	A	7.4	A	8.1	A	7.4	A	7.7	A	5.3	A	4.3	A	8.5	A
USGS	02035000	2022-07-13	0.28	A	0.20	A	0.24	A	2340	A	29.4	A	27.1	A	28.0	A	189	A	169	A	178	A	8.3	A	6.7	A	7.3	A	8.3	A	7.6	A	7.9	A	4.3	A	3.4	A	5.8	A
USGS	02035000	2022-07-14	0.22	A	0.13	A	0.19	A	2290	A	30.1	A	27.6	A	28.8	A	198	A	187	A	192	A	8.3	A	6.6	A	7.2	A	8.4	A	7.7	A	7.9	A	4.1	A	2.8	A	13.2	A
USGS	02035000	2022-07-15	0.20	A	0.08	A	0.15	A	2350	A	30.4	A	27.8	A	29.0	A	210	A	184	A	197	A	8.5	A	6.5	A	7.2	A	8.5	A	7.6	A	7.9	A	4.1	A	3.1	A	6.9	A
USGS	02035000	2022-07-16							2650	A	29.3	A	27.4	A	28.0	A	184	A	148	A	160	A	7.2	A	6.3	A	6.8	A	7.9	A	7.3	A	7.6	A	7.1	A	5.2	A	11.2	A
USGS	02035000	2022-07-17							2080	A	29.1	A	26.6	A	28.2	A	203	A	170	A	195	A	7.7	A	6.3	A	6.9	A	8.1	A	7.5	A	7.8	A	6.6	A	5.4	A	14.4	A
