# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 22:40:08 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01646000 DIFFICULT RUN NEAR GREAT FALLS, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01646000
#            TS   parameter     statistic     Description
#        144806       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        144807       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        144808       00010     00003     Temperature, water, degrees Celsius (Mean)
#        144809       00010     00008     Temperature, water, degrees Celsius (Median)
#        144810       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        144811       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        144812       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        144813       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        144814       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        144815       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        144816       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        144821       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        144822       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        144823       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        144824       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        144825       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        144826       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        144827       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        214399       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum), [(2)]
#        214400       63680     00003     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Mean)
#        214401       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median), [(2)]
#        214402       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum), [(2)]
#        306220       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        306221       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        306222       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        323839       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	144806_00010_00001	144806_00010_00001_cd	144807_00010_00002	144807_00010_00002_cd	144809_00010_00008	144809_00010_00008_cd	144810_00095_00001	144810_00095_00001_cd	144811_00095_00002	144811_00095_00002_cd	144813_00095_00008	144813_00095_00008_cd	144814_00400_00001	144814_00400_00001_cd	144815_00400_00002	144815_00400_00002_cd	144816_00400_00008	144816_00400_00008_cd	144821_00300_00001	144821_00300_00001_cd	144822_00300_00002	144822_00300_00002_cd	144824_00300_00008	144824_00300_00008_cd	144825_99133_00001	144825_99133_00001_cd	144826_99133_00002	144826_99133_00002_cd	144827_99133_00008	144827_99133_00008_cd	306220_63680_00008	306220_63680_00008_cd	306221_63680_00001	306221_63680_00001_cd	306222_63680_00002	306222_63680_00002_cd	323839_00060_00003	323839_00060_00003_cd
USGS	01646000	2022-05-11	16.2	A	13.2	A	14.8	A	272	A	250	A	263	A	7.3	A	7.2	A	7.3	A	10.2	A	9.4	A	9.8	A	1.96	A	1.82	A	1.92	A	3.3	A	4.9	A	2.9	A	57.6	A
USGS	01646000	2022-05-12	16.2	A	14.3	A	15.3	A	273	A	270	A	272	A	7.3	A	7.2	A	7.3	A	10.1	A	9.3	A	9.7	A	2.03	A	1.95	A	1.99	A	3.3	A	4.1	A	2.8	A	52.3	A
USGS	01646000	2022-05-13	17.0	A	15.6	A	16.1	A	321	A	262	A	273	A	7.4	A	7.2	A	7.3	A	9.7	A	9.0	A	9.4	A	2.09	A	1.69	A	2.02	A	5.2	A	8.1	A	3.3	A	68.6	A
USGS	01646000	2022-05-14	17.4	A	16.4	A	16.8	A	268	A	261	A	263	A	7.3	A	7.1	A	7.3	A	9.5	A	9.0	A	9.1	A	1.88	A	1.68	A	1.79	A	3.2	A	5.1	A	2.7	A	51.5	A
USGS	01646000	2022-05-15	19.8	A	16.6	A	17.9	A	276	A	267	A	273	A	7.4	A	7.2	A	7.3	A	9.5	A	8.6	A	9.0	A	2.02	A	1.88	A	1.92	A	2.8	A	4.0	A	2.4	A	47.6	A
USGS	01646000	2022-05-16	19.3	A	18.1	A	18.7	A	302	A	238	A	282	A	7.4	A	7.2	A	7.3	A	9.0	A	8.4	A	8.6	A	2.01	A	1.32	A	1.74	A	4.1	A	44.4	A	3.2	A	83.5	A
USGS	01646000	2022-05-17	19.5	A	16.6	A	18.2	A	256	A	212	A	226	A	7.3	A	7.2	A	7.2	A	9.0	A	8.3	A	8.7	A	1.43	A	1.16	A	1.40	A	11.3	A	30.1	A	7.1	A	71.3	A
USGS	01646000	2022-05-18	18.6	A	16.4	A	18.0	A	262	A	256	A	259	A	7.4	A	7.2	A	7.3	A	9.2	A:[4]	8.3	A:[4]	8.8	A:[4]	1.63	A:[4]	1.43	A:[4]	1.50	A:[4]	4.7	A:[4]	7.2	A:[4]	3.5	A:[4]	43.6	A
USGS	01646000	2022-05-19	19.9	A	17.0	A	18.4	A	288	A	262	A	271	A	7.4	A	7.2	A	7.3	A	9.0	A	8.3	A	8.6	A	1.82	A	1.62	A	1.79	A	3.7	A	4.8	A	2.9	A	42.6	A
USGS	01646000	2022-05-20	20.5	A	18.1	A	19.4	A	288	A	281	A	283	A	7.4	A	7.2	A	7.3	A	9.0	A	8.1	A	8.5	A	1.96	A	1.80	A	1.93	A	3.3	A	4.7	A	2.8	A	36.6	A
USGS	01646000	2022-05-21	23.0	A	19.9	A	20.9	A	296	A:[4]	283	A:[4]	288	A:[4]	7.4	A:[4]	7.2	A:[4]	7.3	A:[4]	8.7	A:[4]	7.6	A:[4]	8.2	A:[4]	1.99	A:[4]	1.96	A:[4]	1.98	A:[4]	2.8	A:[4]	3.4	A:[4]	2.4	A:[4]	33.5	A
USGS	01646000	2022-05-22	23.9	A:[4]	21.6	A:[4]	22.5	A:[4]	295	A:[4]	108	A:[4]	291	A:[4]	7.3	A:[4]	6.7	A:[4]	7.2	A:[4]	8.4	A:[4]	6.9	A:[4]	7.7	A:[4]	2.01	A:[4]	0.72	A:[4]	1.98	A:[4]	3.1	A:e	1130	A:e	2.6	A:[4]	242	A
USGS	01646000	2022-05-23	22.4	A	19.3	A	20.8	A	182	A	102	A	169	A	7.2	A	6.7	A	7.1	A	8.5	A	6.6	A	8.2	A	0.83	A	0.69	A	0.79	A	37.0	A	325	A	16.5	A	271	A
USGS	01646000	2022-05-24	19.3	A	17.1	A	18.0	A	209	A	167	A	191	A	7.3	A	7.1	A	7.2	A	9.1	A	8.5	A	8.9	A	1.00	A	0.83	A	0.93	A	19.6	A	45.7	A	12.5	A	144	A
USGS	01646000	2022-05-25	18.3	A	16.6	A	17.4	A	222	A	192	A	206	A	7.3	A	7.2	A	7.2	A	9.2	A	8.8	A	9.1	A	1.29	A	0.97	A	1.06	A	8.3	A	12.7	A	6.4	A	63.2	A
USGS	01646000	2022-05-26	17.8	A	16.9	A	17.5	A	249	A	222	A	236	A	7.3	A	7.2	A	7.2	A	9.1	A	8.7	A	8.9	A	1.67	A	1.29	A	1.52	A	5.0	A	7.1	A	4.5	A	45.6	A
USGS	01646000	2022-05-27	18.8	A	17.6	A	18.2	A	291	A	142	A	253	A	7.3	A	7.1	A	7.3	A	8.9	A	8.5	A	8.8	A	1.96	A	0.83	A	1.74	A	6.4	A	575	A	4.1	A	85.4	A
USGS	01646000	2022-05-28	20.3	A	18.3	A	19.2	A	231	A	164	A	194	A	7.2	A	7.0	A	7.2	A	8.5	A	8.1	A	8.3	A	1.27	A	0.79	A	0.90	A	58.5	A	211	A	21.9	A	227	A
USGS	01646000	2022-05-29	20.8	A	17.9	A	19.2	A	232	A	203	A	218	A	7.3	A	7.1	A	7.2	A	8.8	A	8.2	A	8.5	A	1.40	A	1.02	A	1.28	A	17.1	A	22.9	A	14.8	A	56.8	A
USGS	01646000	2022-05-30	21.5	A:[4]	18.7	A:[4]			247	A:[4]	232	A:[4]			7.3	A:[4]	7.2	A:[4]			8.6	A:[4]	8.2	A:[4]			1.61	A:[4]	1.39	A:[4]					16.2	A:[4]	14.1	A:[4]	44.8	A:e
USGS	01646000	2022-05-31																																					40.5	A:e
USGS	01646000	2022-06-01																																					37.7	A:e
USGS	01646000	2022-06-02	23.8	A:[4]	22.0	A:[4]			281	A:[4]	149	A:[4]			7.3	A:[4]	7.1	A:[4]			8.2	A:[4]	7.5	A:[4]			1.93	A:[4]	0.96	A:[4]					425	A:[4]	10.7	A:[4]	96.6	A:e
USGS	01646000	2022-06-03	22.4	A	20.8	A	21.7	A	246	A	176	A	214	A	7.3	A	7.1	A	7.2	A	8.3	A	7.7	A	7.9	A	1.28	A	0.94	A	1.04	A	22.2	A	78.0	A	18.3	A	99.0	A
USGS	01646000	2022-06-04	21.9	A	19.2	A	20.6	A	261	A	246	A	253	A	7.3	A	7.1	A	7.2	A	8.5	A	7.8	A	8.1	A	1.46	A	1.28	A	1.37	A	15.6	A	18.9	A	14.1	A	40.7	A
USGS	01646000	2022-06-05	21.6	A	19.3	A	20.6	A	264	A	255	A	257	A	7.3	A	7.2	A	7.3	A	8.7	A	7.8	A	8.2	A													34.3	A
USGS	01646000	2022-06-06	21.6	A	19.0	A	20.4	A	276	A	264	A	270	A	7.4	A	7.2	A	7.3	A	8.9	A	7.9	A	8.3	A	1.86	A:[4]	1.75	A:[4]									31.4	A
USGS	01646000	2022-06-07	20.7	A	19.7	A	20.0	A	288	A	276	A	279	A	7.3	A	7.2	A	7.3	A	8.8	A	8.0	A	8.3	A	2.06	A	1.86	A	1.93	A							31.8	A
USGS	01646000	2022-06-08	22.1	A	19.3	A	20.7	A	303	A	288	A	296	A	7.4	A	7.2	A	7.3	A	9.0	A	7.8	A	8.3	A	2.08	A	1.98	A	2.01	A							38.9	A
USGS	01646000	2022-06-09	22.5	A	20.1	A	21.6	A	292	A	192	A	212	A	7.3	A	7.2	A	7.3	A	8.5	A	7.8	A	8.1	A	2.00	A	0.98	A	1.18	A	21.1	A:[4]	128	A:[4]	9.8	A:[4]	136	A
USGS	01646000	2022-06-10	21.7	A	19.5	A	20.9	A	233	A	219	A	231	A	7.3	A	7.1	A	7.2	A	8.6	A	7.7	A	8.0	A	1.34	A	1.17	A	1.22	A	6.0	A	10.0	A	4.2	A	44.4	A
USGS	01646000	2022-06-11	21.2	A	19.3	A	19.8	A	258	A	233	A	241	A	7.3	A	7.2	A	7.3	A	8.7	A	7.7	A	8.2	A	1.67	A	1.34	A	1.54	A	3.3	A	4.7	A	2.8	A	39.5	A
USGS	01646000	2022-06-12	20.9	A	18.6	A	19.4	A	274	A	258	A	268	A	7.4	A	7.2	A	7.3	A	9.1	A	8.1	A	8.4	A	1.86	A	1.67	A	1.77	A	2.9	A	4.8	A	2.3	A	38.1	A
USGS	01646000	2022-06-13	23.5	A	20.4	A	21.8	A	283	A	183	A	273	A	7.4	A	7.1	A	7.3	A	8.8	A	7.6	A	8.2	A	2.07	A	1.45	A	1.89	A	3.1	A	242	A	2.2	A	64.9	A
USGS	01646000	2022-06-14	23.1	A	22.1	A	22.6	A	238	A	182	A	204	A	7.2	A	7.0	A	7.1	A	7.7	A	7.2	A	7.5	A	1.47	A	1.12	A	1.27	A	22.4	A	194	A	7.8	A	72.4	A
USGS	01646000	2022-06-15	23.5	A	21.3	A	22.6	A	271	A	236	A	254	A	7.4	A	7.1	A	7.3	A	8.5	A:[4]	7.2	A:[4]	7.8	A:[4]	1.68	A:[4]	1.47	A:[4]	1.57	A:[4]	3.6	A:[4]	8.3	A:[4]	2.3	A:[4]	34.4	A
USGS	01646000	2022-06-16	24.6	A	22.6	A	23.6	A	274	A	264	A	268	A	7.4	A	7.2	A	7.3	A	8.5	A	7.5	A	7.7	A	1.75	A	1.67	A	1.70	A	2.8	A	3.8	A	2.2	A	31.8	A
USGS	01646000	2022-06-17	25.3	A	23.0	A	24.0	A	282	A	267	A	278	A	7.5	A	7.2	A	7.3	A	8.4	A	7.4	A	7.6	A	1.84	A	1.75	A	1.82	A	2.6	A	3.4	A	2.0	A	34.6	A
USGS	01646000	2022-06-18	24.1	A	21.1	A	22.6	A	285	A	282	A	284	A	7.5	A	7.3	A	7.4	A	8.8	A	7.3	A	8.0	A	1.93	A	1.83	A	1.87	A	2.7	A	3.6	A	2.1	A	30.6	A
USGS	01646000	2022-06-19	21.5	A	19.3	A	20.3	A	299	A	285	A	290	A	7.5	A	7.3	A	7.4	A	9.2	A	7.9	A	8.5	A	1.97	A	1.90	A	1.93	A	2.7	A	4.5	A	2.2	A	27.4	A
USGS	01646000	2022-06-20	21.1	A	18.3	A	19.8	A	313	A	292	A	297	A	7.5	A	7.3	A	7.4	A	9.5	A	8.3	A	8.7	A	2.04	A	1.97	A	2.00	A	2.5	A	3.4	A	2.0	A	26.2	A
USGS	01646000	2022-06-21	21.4	A	19.3	A	20.0	A	297	A	296	A	296	A	7.5	A	7.3	A	7.4	A	9.6	A	8.2	A	8.6	A	2.11	A	2.04	A	2.05	A	2.6	A	4.2	A	2.1	A	26.2	A
USGS	01646000	2022-06-22	21.7	A	19.8	A	20.9	A	339	A	129	A	297	A	7.5	A	7.1	A	7.4	A	9.3	A	8.1	A	8.4	A	2.24	A	0.86	A	2.10	A	3.0	A	926	A	2.1	A	50.9	A
USGS	01646000	2022-06-23	22.0	A	20.2	A	21.0	A	213	A	101	A	159	A	7.3	A	6.8	A	7.2	A	8.5	A	7.4	A	8.3	A	1.40	A	0.66	A	0.86	A	58.5	A	677	A	27.3	A	346	A
USGS	01646000	2022-06-24	21.6	A	19.3	A	20.4	A	187	A	172	A	177	A	7.3	A	7.2	A	7.3	A	8.8	A	8.3	A	8.6	A	1.09	A	0.89	A	0.98	A	19.0	A:[4]	27.3	A:[4]	14.8	A:[4]	54.3	A
USGS	01646000	2022-06-25	22.9	A	20.1	A	21.6	A	238	A	187	A	223	A	7.3	A	7.2	A	7.3	A	8.6	A	7.8	A	8.3	A	1.49	A	1.09	A	1.32	A							34.9	A
USGS	01646000	2022-06-26	24.5	A	22.1	A	23.4	A	261	A	238	A	250	A	7.4	A	7.2	A	7.3	A	8.5	A	7.6	A	7.8	A	1.67	A	1.49	A	1.58	A							29.2	A
USGS	01646000	2022-06-27	23.7	A	22.1	A	23.0	A	274	A	261	A	270	A	7.5	A	7.2	A	7.4	A	8.6	A:[4]	7.5	A:[4]	8.0	A:[4]	1.79	A:[4]	1.67	A:[4]	1.71	A:[4]							33.4	A
USGS	01646000	2022-06-28	22.8	A	20.5	A	21.7	A	288	A	274	A	281	A	7.5	A	7.3	A	7.4	A	9.1	A	7.9	A	8.3	A	1.88	A:[4]	1.79	A:[4]	1.86	A:[4]			2.3	A:[4]	1.1	A:[4]	26.6	A
USGS	01646000	2022-06-29	23.2	A	20.4	A	22.0	A	291	A	282	A	289	A	7.5	A	7.2	A	7.3	A	9.1	A	8.0	A	8.3	A	1.86	A	1.80	A	1.83	A	1.4	A	2.1	A	0.9	A	23.7	A
USGS	01646000	2022-06-30	24.5	A	21.4	A	23.0	A	307	A	282	A	290	A	7.5	A	7.3	A	7.3	A	8.9	A	7.8	A	8.1	A	1.87	A	1.82	A	1.83	A	1.2	A	2.0	A	0.8	A	22.3	A
USGS	01646000	2022-07-01	24.5	A	22.6	A	23.6	A	297	A	288	A	290	A	7.5	A	7.2	A	7.3	A	8.8	A	7.6	A	7.9	A	1.94	A	1.87	A	1.89	A	1.1	A	2.1	A	0.8	A	21.4	A
USGS	01646000	2022-07-02	25.2	A	22.7	A	23.4	A	299	A	155	A	296	A	7.5	A	7.2	A	7.3	A	8.8	A	7.5	A	8.1	A	2.10	A	1.11	A	1.93	A	1.3	A	315	A	0.8	A	28.8	A
USGS	01646000	2022-07-03	24.6	A	22.6	A	23.3	A	248	A	148	A	197	A	7.3	A	7.1	A	7.2	A	8.2	A	7.3	A	7.9	A	1.44	A	0.98	A	1.10	A	18.5	A	249	A	6.1	A	62.1	A
USGS	01646000	2022-07-04	25.1	A	22.5	A	23.6	A	274	A	248	A	263	A	7.4	A	7.1	A	7.3	A	8.4	A	7.3	A	7.7	A	1.50	A	1.11	A	1.34	A	2.9	A	6.2	A	2.0	A	23.1	A
USGS	01646000	2022-07-05	24.1	A	22.6	A	23.5	A	301	A	259	A	279	A	7.4	A	7.2	A	7.3	A	8.5	A	7.4	A	7.9	A	1.77	A	1.50	A	1.63	A	2.5	A	4.7	A	1.7	A	24.2	A
USGS	01646000	2022-07-06	24.9	A	23.2	A	23.5	A	306	A	281	A	288	A	7.5	A	7.3	A	7.3	A	8.7	A	7.5	A	7.8	A	1.67	A	1.54	A	1.57	A	2.1	A	3.5	A	1.9	A	27.6	A
USGS	01646000	2022-07-07	24.3	A	23.3	A	23.9	A	294	A	282	A	288	A	7.4	A	7.2	A	7.3	A	8.5	A	7.3	A	7.7	A	1.74	A	1.58	A	1.67	A	1.6	A	2.6	A	1.3	A	21.2	A
