# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 22:42:07 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0164579522 THE GLADE NEAR HOWLAND DRIVE AT RESTON, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0164579522
#            TS   parameter     statistic     Description
#        281779       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        281780       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        281797       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        281798       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        281799       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        281801       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        281802       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        281803       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        281804       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        281823       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        281824       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        281825       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        281826       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        281827       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        281828       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        298416       00060     00003     Discharge, cubic feet per second (Mean)
#        323836       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        323837       00010     00008     Temperature, water, degrees Celsius (Median)
#        323838       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	281779_00010_00001	281779_00010_00001_cd	281780_00010_00002	281780_00010_00002_cd	281797_00400_00002	281797_00400_00002_cd	281798_00300_00008	281798_00300_00008_cd	281799_00400_00008	281799_00400_00008_cd	281801_00400_00001	281801_00400_00001_cd	281802_00300_00001	281802_00300_00001_cd	281803_00095_00008	281803_00095_00008_cd	281804_00300_00002	281804_00300_00002_cd	281823_99133_00001	281823_99133_00001_cd	281824_63680_00002	281824_63680_00002_cd	281825_63680_00001	281825_63680_00001_cd	281826_99133_00008	281826_99133_00008_cd	281827_99133_00002	281827_99133_00002_cd	281828_63680_00008	281828_63680_00008_cd	298416_00060_00003	298416_00060_00003_cd	323836_00095_00001	323836_00095_00001_cd	323837_00010_00008	323837_00010_00008_cd	323838_00095_00002	323838_00095_00002_cd
USGS	0164579522	2022-05-07	13.4	A	11.6	A	6.1	A	9.4	A	6.4	A	6.5	A	9.6	A	103	A	8.5	A	1.0	P	18.1	A	352	A	0.7	P	0.6	P	25.2	A	18.0	P	124	A	12.6	A	48	A
USGS	0164579522	2022-05-08	13.0	A	10.8	A	6.2	A	9.9	A	6.4	A	6.5	A	10.8	A	160	A	9.4	A	0.7	P	6.3	A	19.3	A	0.5	P	0.4	P	10.1	A	2.07	P	182	A	11.5	A	124	A
USGS	0164579522	2022-05-09	16.5	A	9.7	A	6.2	A	10.0	A	6.4	A	6.5	A	10.9	A	193	A	8.7	A	0.5	P	3.5	A	7.4	A	0.5	P	0.2	P	4.5	A	1.15	P	201	A	13.3	A	182	A
USGS	0164579522	2022-05-10	17.8	A	11.2	A	6.3	A	9.6	A	6.5	A	6.6	A	10.8	A	207	A	8.5	A	0.4	P	2.7	A	4.7	A	0.3	P	0.2	P	3.1	A	0.87	P	210	A	14.4	A	201	A
USGS	0164579522	2022-05-11	17.1	A	12.3	A	6.3	A	9.4	A	6.5	A	6.6	A	11.1	A	211	A	8.5	A	0.4	P:[4]	2.4	A	4.0	A			0.3	P:[4]	2.8	A	0.77	P	211	A	15.2	A	210	A
USGS	0164579522	2022-05-12	17.3	A	13.7	A	6.4	A	9.1	A	6.5	A	6.6	A	10.9	A	213	A	8.4	A			2.4	A	4.9	A					2.8	A	0.74	P	214	A	15.6	A	211	A
USGS	0164579522	2022-05-13	17.6	A	15.6	A	6.4	A	8.6	A	6.5	A	6.6	A	9.7	A	196	A	8.1	A			2.6	A	9.7	A					3.9	A	1.08	P	215	A	16.4	A	184	A
USGS	0164579522	2022-05-14	17.7	A	16.2	A	6.4	A	8.4	A	6.5	A	6.6	A	9.8	A	210	A	8.1	A			2.8	A	4.1	A					3.1	A	0.81	P	212	A	16.7	A	197	A
USGS	0164579522	2022-05-15	21.0	A	16.1	A	6.4	A	8.2	A	6.5	A	6.6	A	9.8	A	213	A	7.5	A			2.6	A	4.8	A					3.0	A	0.73	P	215	A	18.5	A	210	A
USGS	0164579522	2022-05-16	20.3	A	16.8	A	6.4	A	7.7	A	6.5	A	6.6	A	8.8	A	204	A	7.2	A			2.8	A	80.5	A					7.3	A	1.85	P	219	A	17.9	A	140	A
USGS	0164579522	2022-05-17	20.1	A	14.9	A	6.4	A	7.7	A	6.4	A	6.5	A	8.8	A	214	A	7.3	A			4.5	A	19.0	A					7.8	A	0.88	P	217	A	17.6	A	174	A
USGS	0164579522	2022-05-18	19.3	A	15.0	A	6.4	A	8.0	A	6.5	A	6.6	A	9.2	A	214	A	7.5	A	Eqp	P	3.2	A	5.0	A			Eqp	P	3.7	A	0.67	P	215	A	17.3	A	214	A
USGS	0164579522	2022-05-19	21.0	A	16.0	A	6.4	A	7.8	A	6.5	A	6.5	A	8.7	A	217	A	7.2	A	Eqp	P	3.0	A	4.6	A	Eqp	P	Eqp	P	3.6	A	0.67	P	218	A	18.5	A	215	A
USGS	0164579522	2022-05-20	21.2	A	17.0	A	6.4	A	7.7	A	6.5	A	6.5	A	8.7	A	223	A	6.9	A	Eqp	P	3.2	A	4.2	A	Eqp	P	Eqp	P	3.5	A	0.59	P	225	A	19.5	A	216	A
USGS	0164579522	2022-05-21	24.3	A	19.0	A	6.3	A	7.1	A	6.4	A	6.5	A	8.4	A	228	A	6.4	A	Eqp	P	3.0	A	4.6	A	Eqp	P	Eqp	P	3.6	A	0.53	P	229	A	21.4	A	225	A
USGS	0164579522	2022-05-22	24.7	A	20.3	A	6.2	A	6.7	A	6.4	A	6.5	A	8.1	A	229	A	5.9	A	Eqp	P	3.3	A	299	A	Eqp	P	Eqp	P	3.9	A	5.60	P	231	A	21.4	A	77	A
USGS	0164579522	2022-05-23	20.7	A	17.6	A	6.2	A	7.5	A	6.4	A	6.4	A	8.1	A	152	A	6.6	A	Eqp	P	5.4	A	25.1	A	Eqp	P	Eqp	P	9.5	A	1.36	P	182	A	19.3	A	95	A
USGS	0164579522	2022-05-24	17.6	A	15.9	A	6.2	A	8.2	A:[4]	6.3	A	6.5	A	8.4	A:[4]	149	A	7.6	A:[4]	Eqp	P	5.2	A	24.1	A	Eqp	P	Eqp	P	12.2	A	2.28	P	184	A	16.5	A	131	A
USGS	0164579522	2022-05-25	17.8	A	15.0	A	6.3	A	8.5	A	6.3	A	6.4	A	9.1	A	189	A	8.1	A	Eqp	P	3.7	A	8.7	A	Eqp	P	Eqp	P	5.0	A	0.93	P	199	A	16.4	A	165	A
USGS	0164579522	2022-05-26	17.3	A	15.8	A	6.3	A	8.3	A	6.3	A	6.4	A	8.9	A	207	A	8.0	A	Eqp	P	3.0	A	4.3	A	Eqp	P	Eqp	P	3.4	A	0.76	P	210	A	16.6	A	199	A
USGS	0164579522	2022-05-27	18.5	A	16.8	A	6.3	A	8.0	A	6.3	A	6.4	A	8.6	A	210	A	7.2	A	Eqp	P	3.3	A	147	A	Eqp	P	Eqp	P	6.3	A	2.79	P	213	A	17.9	A	90	A
USGS	0164579522	2022-05-28	19.8	A	17.1	A	6.2	A	7.6	A	6.3	A	6.3	A	8.1	A	138	A	7.4	A	Eqp	P	6.6	A	58.7	A	Eqp	P	Eqp	P	13.8	A	1.70	P	180	A	18.3	A	85	A
USGS	0164579522	2022-05-29	21.2	A	16.4	A	6.3	A	7.8	A	6.3	A	6.4	A	8.5	A	198	A	7.2	A			3.5	A	7.2	A					4.4	A	0.81	P	206	A	18.9	A	180	A
USGS	0164579522	2022-05-30	22.8	A	17.4	A	6.3	A	7.7	A	6.3	A	6.4	A	8.4	A	212	A	6.8	A			3.0	A	5.0	A					3.6	A	0.68	P	216	A	20.3	A	206	A
USGS	0164579522	2022-05-31	24.2	A	18.8	A	6.2	A	7.2	A	6.3	A	6.3	A	8.2	A	221	A	6.6	A			3.1	A	4.4	A					3.7	A	0.59	P	222	A	21.6	A	216	A
USGS	0164579522	2022-06-01	24.4	A	20.1	A	6.2	A	7.0	A	6.3	A	6.3	A	8.1	A	226	A	6.5	A			3.2	A	4.6	A					3.8	A	0.54	P	227	A	22.3	A	222	A
USGS	0164579522	2022-06-02	23.7	A	20.5	A	6.2	A	6.8	A	6.4	A	6.5	A	8.2	A	227	A	6.5	A	0.9	P	3.1	A	101	A	0.6	P	0.2	P	4.0	A	1.20	P	229	A	21.8	A	139	A
USGS	0164579522	2022-06-03	21.3	A	18.6	A	6.3	A	6.9	A	6.4	A	6.5	A	7.7	A	164	A	6.3	A	1.1	P					0.9	P	0.7	P			1.07	P	188	A	20.2	A	139	A
USGS	0164579522	2022-06-04	21.9	A	16.7	A	6.4	A	6.8	A	6.4	A	6.5	A	8.4	A	203	A	6.3	A	0.9	P					0.6	P	0.3	P			0.57	P	210	A	19.2	A	188	A
USGS	0164579522	2022-06-05	21.6	A	16.8	A	6.3	A	7.4	A	6.4	A	6.5	A	8.7	A	214	A	6.9	A	0.5	P					0.2	P	0.0	P			0.47	P	220	A	19.0	A	210	A
USGS	0164579522	2022-06-06	21.8	A	16.6	A	6.3	A	7.9	A	6.4	A	6.5	A	8.7	A	225	A	7.3	A	0.6	P:[4]	2.4	A:[4]	3.6	A:[4]			0.1	P:[4]			0.40	P	228	A	19.3	A	220	A
USGS	0164579522	2022-06-07	19.6	A	17.6	A	6.4	A	7.8	A	6.4	A	6.5	A	8.6	A	228	A	7.4	A	0.5	P:[4]	2.8	A	4.4	A	0.3	P:[4]	0.0	P:[4]	3.1	A	0.43	P	228	A	19.1	A	225	A
USGS	0164579522	2022-06-08	22.8	A	17.9	A	6.4	A	7.7	A	6.4	A	6.5	A	8.5	A	224	A	6.9	A			2.9	A	5.1	A					3.4	A	0.46	P	227	A	20.4	A	224	A
USGS	0164579522	2022-06-09	22.2	A	19.3	A	6.3	A	6.7	A	6.4	A	6.5	A	7.3	A	148	A	5.5	A													1.63	P	225	A	20.6	A	125	A
USGS	0164579522	2022-06-10	21.4	A	17.1	A	6.3	A	6.5	A	6.4	A	6.4	A	7.9	A	183	A	5.4	A													0.46	P	199	A	19.2	A	160	A
USGS	0164579522	2022-06-11	19.8	A	18.1	A	6.3	A	7.2	A	6.4	A	6.5	A	8.0	A	205	A	6.0	A													0.47	P	212	A	18.6	A	199	A
USGS	0164579522	2022-06-12	21.2	A	17.4	A	6.3	A	7.4	A	6.4	A	6.5	A	8.5	A	214	A	6.3	A													0.46	P	219	A	18.4	A	212	A
USGS	0164579522	2022-06-13	23.6	A	19.3	A	6.3	A			6.4	A	6.4	A	8.0	A:[4]	219	A	6.5	A:[4]													0.42	P	224	A	21.1	A	219	A
USGS	0164579522	2022-06-14	22.3	A	20.8	A	6.3	A			6.4	A	6.5	A	7.8	A:[4]	225	A	7.2	A:[4]													0.45	P	227	A	21.5	A	223	A
USGS	0164579522	2022-06-15	24.0	A	19.4	A	6.4	A	7.3	A	6.4	A	6.4	A	8.1	A	229	A	6.5	A	0.9	P	3.0	A	4.2	A	0.9	P	0.6	P	3.7	A	0.38	P	231	A	21.6	A	226	A
USGS	0164579522	2022-06-16	24.7	A	21.1	A	6.3	A	6.7	A	6.4	A	6.5	A	8.0	A	232	A	6.1	A	0.9	P	3.1	A	6.1	A	0.8	P	0.6	P	3.9	A	0.39	P	235	A	22.6	A	231	A
USGS	0164579522	2022-06-17	25.4	A	21.0	A	6.3	A	7.3	A	6.4	A	6.5	A	7.9	A	224	A	6.0	A	0.9	P	3.4	A	5.1	A	0.7	P	0.6	P	3.9	A	0.42	P	235	A	22.8	A	221	A
USGS	0164579522	2022-06-18	22.7	A	19.4	A	6.3	A	6.9	A	6.3	A	6.5	A	8.4	A	229	A	5.7	A	1.0	P	2.8	A	4.7	A	0.9	P	0.8	P	3.4	A	0.32	P	237	A	20.7	A	224	A
USGS	0164579522	2022-06-19	21.0	A	17.0	A	6.3	A:[4]	7.2	A			6.4	A:[4]	8.9	A	240	A	6.5	A			2.5	A	4.1	A					3.0	A	0.29	P	242	A	18.9	A	237	A
USGS	0164579522	2022-06-20	20.7	A	16.2	A			7.5	A					9.1	A	243	A	6.4	A			2.6	A	4.7	A					3.0	A	0.27	P	243	A	18.5	A	241	A
USGS	0164579522	2022-06-21	20.8	A	17.9	A			7.5	A					8.9	A	244	A	6.8	A	0.9	P:[4]	2.6	A	7.1	A			0.4	P:[4]	3.0	A	0.28	P	244	A	18.9	A	243	A
USGS	0164579522	2022-06-22	21.6	A	18.7	A			7.4	A					8.5	A	243	A	6.5	A	0.9	P:[4]					0.7	P:[4]	0.0	P:[4]			0.79	P	244	A	20.7	A	106	A
USGS	0164579522	2022-06-23	21.0	A	19.0	A	6.4	A:[4]	7.4	A			6.4	A:[4]	7.5	A	154	A	7.3	A	1.4	P:[4]	8.6	A:[4]	94.6	A:[4]			1.4	P:[4]			1.74	P	162	A	19.8	A	101	A
USGS	0164579522	2022-06-24	21.4	A	17.8	A	6.3	A	7.5	A	6.4	A	6.4	A	7.9	A	183	A	7.0	A	1.5	P	4.0	A	8.7	A	1.4	P	1.3	P	5.6	A	0.52	P	200	A	19.2	A	162	A
USGS	0164579522	2022-06-25	23.4	A	18.6	A	6.3	A	7.3	A	6.4	A	6.4	A	7.7	A	210	A	6.6	A	1.4	P	3.1	A	5.7	A	1.3	P	1.1	P	3.9	A	0.40	P	218	A	21.1	A	200	A
USGS	0164579522	2022-06-26	24.7	A	20.3	A	6.3	A	7.1	A	6.4	A	6.4	A	7.6	A	223	A	6.6	A	1.3	P	2.8	A	4.2	A	1.2	P	1.1	P	3.3	A	0.34	P	227	A	22.4	A	217	A
USGS	0164579522	2022-06-27	22.4	A	20.6	A	6.3	A	7.1	A	6.4	A	6.4	A	7.7	A	228	A	6.7	A	1.2	P	2.9	A	4.7	A	1.2	P	1.1	P	3.5	A	0.36	P	229	A	21.4	A	227	A
USGS	0164579522	2022-06-28	22.3	A	18.2	A	6.3	A	7.4	A	6.3	A	6.4	A	8.0	A	231	A	7.1	A	1.4	P	2.8	A	4.5	A	1.2	P	1.1	P	3.5	A	0.30	P	238	A	20.3	A	229	A
USGS	0164579522	2022-06-29	22.7	A	18.2	A	6.3	A	7.4	A	6.3	A	6.3	A	7.9	A	237	A	6.7	A	1.3	P	2.5	A	3.9	A	1.2	P	0.8	P	3.1	A	0.26	P	242	A	20.6	A	232	A
USGS	0164579522	2022-06-30	24.2	A	19.5	A	6.2	A	7.2	A	6.3	A	6.3	A	7.6	A	242	A	6.6	A	1.2	P	2.6	A	4.1	A	1.1	P	0.8	P	3.0	A	0.23	P	247	A	21.7	A	238	A
USGS	0164579522	2022-07-01	23.6	A	20.8	A	6.2	A	6.8	A	6.3	A	6.3	A	7.6	A	245	A	5.8	A	1.3	P	2.9	A	3.9	A	1.1	P	1.0	P	3.2	A	0.21	P	247	A	22.3	A	242	A
USGS	0164579522	2022-07-02	24.5	A	21.5	A	6.2	A	6.7	A	6.2	A	6.3	A	7.7	A	248	A	5.5	A	1.2	P	2.9	A	4.4	A	1.1	P	1.1	P	3.3	A	0.21	P	251	A	22.8	A	246	A
USGS	0164579522	2022-07-03	24.0	A	21.7	A	6.2	A	6.7	A	6.2	A	6.3	A	7.8	A	250	A	5.9	A	1.1	P:[4]	3.0	A	4.3	A	0.5	P:[4]	0.0	P:[4]	3.5	A	0.20	P	253	A	22.3	A	248	A
USGS	0164579522	2022-07-04	24.0	A	19.8	A	6.2	A	7.2	A	6.2	A	6.3	A	7.9	A	253	A	6.7	A			3.0	A	5.7	A					3.6	A	0.18	P	259	A	21.6	A	251	A
USGS	0164579522	2022-07-05	23.4	A	20.2	A	6.2	A	7.1	A	6.2	A	6.5	A	8.0	A	255	A	6.2	A	1.0	P:[4]	3.1	A	8.4	A	0.7	P:[4]	0.1	P:[4]	3.8	A	0.27	P	260	A	21.7	A	235	A
USGS	0164579522	2022-07-06	23.9	A	21.4	A	6.2	A	6.7	A	6.3	A	6.3	A	7.7	A	236	A	6.4	A	1.0	P	2.8	A	5.9	A	0.8	P	0.6	P	3.6	A	0.24	P	243	A	22.3	A	228	A
USGS	0164579522	2022-07-07	22.9	A	21.7	A	6.2	A	6.9	A	6.3	A	6.4	A	7.3	A	228	A	6.0	A	1.2	P	3.4	A	5.8	A	0.8	P	0.7	P	3.8	A	0.25	P	235	A	22.4	A	224	A
USGS	0164579522	2022-07-08	23.4	A	20.8	A	6.2	A	7.1	A	6.3	A	6.4	A	7.8	A	233	A	6.6	A	1.4	P	2.9	A	55.4	A	1.3	P	1.0	P	3.3	A	0.24	P	238	A	21.8	A	119	A
USGS	0164579522	2022-07-09	22.6	A	20.4	A	6.2	A	7.7	A	6.3	A	6.5	A	7.9	A	102	A	7.3	A	2.4	P	19.9	A	326	A	2.2	P	1.4	P	23.6	A	16.1	P	148	A	21.2	A	38	A
USGS	0164579522	2022-07-10	22.5	A	19.8	A	6.3	A	7.9	A	6.3	A	6.4	A	8.4	A	172	A	7.5	A	2.4	P					2.3	P	2.2	P			0.51	P	189	A	20.8	A	148	A
USGS	0164579522	2022-07-11	23.2	A	18.9	A	6.3	A	7.9	A	6.3	A	6.4	A	8.2	A	201	A	7.5	A	2.7	P					2.4	P	1.6	P			0.33	P	211	A	20.8	A	189	A
USGS	0164579522	2022-07-12	24.0	A	19.4	A	6.3	A	7.7	A	6.4	A	6.5	A	8.2	A	213	A	6.9	A	1.7	P	2.0	A:[4]	90.2	A:[4]	1.3	P	0.6	P			0.99	P	220	A	21.5	A	114	A
USGS	0164579522	2022-07-13	24.4	A	20.4	A	6.2	A	7.0	A	6.3	A	6.4	A	7.4	A	153	A	6.4	A	1.4	P	5.6	A	62.0	A	1.3	P	1.1	P	9.7	A	0.60	P	170	A	22.4	A	124	A
USGS	0164579522	2022-07-14	24.2	A	20.9	A	6.3	A	7.0	A	6.4	A	6.4	A	7.6	A	135	A	6.6	A			7.4	A	37.2	A					12.4	A	0.85	P	149	A	22.5	A	111	A
USGS	0164579522	2022-07-15	24.5	A	20.7	A	6.3	A	7.1	A	6.3	A	6.4	A	8.1	A	172	A	6.7	A			4.2	A	8.5	A					5.9	A	0.25	P	190	A	22.3	A	149	A
USGS	0164579522	2022-07-16	23.1	A	21.0	A	6.3	A	7.3	A	6.4	A	6.4	A	8.2	A	204	A	6.9	A			3.4	A	4.8	A					3.7	A	0.24	P	212	A	22.2	A	190	A
USGS	0164579522	2022-07-17	23.2	A	21.3	A	6.4	A	7.5	A	6.4	A	6.5	A	8.5	A	207	A	7.1	A			3.1	A	5.4	A					3.8	A	0.33	P	212	A	22.3	A	205	A
USGS	0164579522	2022-07-18	25.1	A	21.4	A	6.3	A	7.4	A	6.4	A	6.6	A	8.5	A	207	A	7.2	A			2.8	A	9.2	A					3.6	A	0.41	P	214	A	23.2	A	203	A
USGS	0164579522	2022-07-19	25.2	A	22.0	A	6.3	A	7.3	A	6.4	A	6.6	A	8.5	A	193	A	6.9	A			3.3	A	5.3	A					4.1	A	0.31	P	203	A	23.3	A	187	A
